id;usuarioId;nome;categoria;quantidade;valor;dataValidade;observacoes
33;3;Frango xadrez 011;Jantar;51;28.9;22/06/2026;Lote de estresse 011 com arroz branco e feijao
34;3;Nhoque ao sugo 012;Vegetariana;68;32.6;23/06/2026;Lote de estresse 012 com arroz branco e feijao
35;3;Frango ao curry 013;Almoço;85;36.3;24/06/2026;Lote de estresse 013 com arroz branco e feijao
36;3;Bife acebolado 014;Jantar;102;17.0;25/06/2026;Lote de estresse 014 com arroz branco e feijao
37;3;Moqueca de banana 015;Vegetariana;119;20.7;26/06/2026;Lote de estresse 015 com arroz branco e feijao
38;3;Grao-de-bico com legumes 016;Almoço;16;24.4;27/06/2026;Lote de estresse 016 com arroz branco e feijao
39;3;Costela desfiada 017;Jantar;33;28.1;28/06/2026;Lote de estresse 017 com arroz branco e feijao
40;3;Salmao grelhado 018;Vegetariana;50;31.8;29/06/2026;Lote de estresse 018 com arroz branco e feijao
41;3;Abobora recheada 019;Almoço;67;35.5;30/06/2026;Lote de estresse 019 com arroz branco e feijao
42;3;Almondegas ao molho 020;Jantar;84;16.2;01/07/2026;Lote de estresse 020 com arroz branco e feijao
43;3;Frango grelhado 021;Vegetariana;101;19.9;02/07/2026;Lote de estresse 021 com arroz integral e brocolis
44;3;Carne de panela 022;Almoço;118;23.6;03/07/2026;Lote de estresse 022 com arroz integral e brocolis
45;3;Tilapia assada 023;Jantar;15;27.3;04/07/2026;Lote de estresse 023 com arroz integral e brocolis
46;3;Lasanha de berinjela 024;Vegetariana;32;31.0;05/07/2026;Lote de estresse 024 com arroz integral e brocolis
47;3;Strogonoff de frango 025;Almoço;49;34.7;06/07/2026;Lote de estresse 025 com arroz integral e brocolis
48;3;Escondidinho de carne 026;Jantar;66;15.4;07/07/2026;Lote de estresse 026 com arroz integral e brocolis
49;3;Risoto de cogumelos 027;Vegetariana;83;19.1;08/07/2026;Lote de estresse 027 com arroz integral e brocolis
50;3;Feijoada leve 028;Almoço;100;22.8;09/07/2026;Lote de estresse 028 com arroz integral e brocolis
51;3;Panqueca de ricota 029;Jantar;117;26.5;10/07/2026;Lote de estresse 029 com arroz integral e brocolis
52;3;Picadinho bovino 030;Vegetariana;14;30.2;11/07/2026;Lote de estresse 030 com arroz integral e brocolis
53;3;Frango xadrez 031;Almoço;31;33.9;12/07/2026;Lote de estresse 031 com arroz integral e brocolis
54;3;Nhoque ao sugo 032;Jantar;48;37.6;13/07/2026;Lote de estresse 032 com arroz integral e brocolis
55;3;Frango ao curry 033;Vegetariana;65;18.3;14/07/2026;Lote de estresse 033 com arroz integral e brocolis
56;3;Bife acebolado 034;Almoço;82;22.0;15/07/2026;Lote de estresse 034 com arroz integral e brocolis
57;3;Moqueca de banana 035;Jantar;99;25.7;16/07/2026;Lote de estresse 035 com arroz integral e brocolis
58;3;Grao-de-bico com legumes 036;Vegetariana;116;29.4;17/07/2026;Lote de estresse 036 com arroz integral e brocolis
59;3;Costela desfiada 037;Almoço;13;33.1;18/07/2026;Lote de estresse 037 com arroz integral e brocolis
60;3;Salmao grelhado 038;Jantar;30;36.8;19/07/2026;Lote de estresse 038 com arroz integral e brocolis
61;3;Abobora recheada 039;Vegetariana;47;17.5;20/07/2026;Lote de estresse 039 com arroz integral e brocolis
62;3;Almondegas ao molho 040;Almoço;64;21.2;21/07/2026;Lote de estresse 040 com arroz integral e brocolis
63;3;Frango grelhado 041;Jantar;81;24.9;22/07/2026;Lote de estresse 041 com pure de batata e cenoura
64;3;Carne de panela 042;Vegetariana;98;28.6;23/07/2026;Lote de estresse 042 com pure de batata e cenoura
65;3;Tilapia assada 043;Almoço;115;32.3;24/07/2026;Lote de estresse 043 com pure de batata e cenoura
66;3;Lasanha de berinjela 044;Jantar;12;36.0;25/07/2026;Lote de estresse 044 com pure de batata e cenoura
67;3;Strogonoff de frango 045;Vegetariana;29;16.7;26/07/2026;Lote de estresse 045 com pure de batata e cenoura
68;3;Escondidinho de carne 046;Almoço;46;20.4;27/07/2026;Lote de estresse 046 com pure de batata e cenoura
69;3;Risoto de cogumelos 047;Jantar;63;24.1;28/07/2026;Lote de estresse 047 com pure de batata e cenoura
70;3;Feijoada leve 048;Vegetariana;80;27.8;29/07/2026;Lote de estresse 048 com pure de batata e cenoura
71;3;Panqueca de ricota 049;Almoço;97;31.5;30/07/2026;Lote de estresse 049 com pure de batata e cenoura
72;3;Picadinho bovino 050;Jantar;114;35.2;31/07/2026;Lote de estresse 050 com pure de batata e cenoura
73;3;Frango xadrez 051;Vegetariana;11;15.9;01/08/2026;Lote de estresse 051 com pure de batata e cenoura
74;3;Nhoque ao sugo 052;Almoço;28;19.6;02/08/2026;Lote de estresse 052 com pure de batata e cenoura
75;3;Frango ao curry 053;Jantar;45;23.3;03/08/2026;Lote de estresse 053 com pure de batata e cenoura
76;3;Bife acebolado 054;Vegetariana;62;27.0;04/08/2026;Lote de estresse 054 com pure de batata e cenoura
77;3;Moqueca de banana 055;Almoço;79;30.7;05/08/2026;Lote de estresse 055 com pure de batata e cenoura
78;3;Grao-de-bico com legumes 056;Jantar;96;34.4;06/08/2026;Lote de estresse 056 com pure de batata e cenoura
79;3;Costela desfiada 057;Vegetariana;113;15.1;07/08/2026;Lote de estresse 057 com pure de batata e cenoura
80;3;Salmao grelhado 058;Almoço;10;18.8;08/08/2026;Lote de estresse 058 com pure de batata e cenoura
81;3;Abobora recheada 059;Jantar;27;22.5;09/08/2026;Lote de estresse 059 com pure de batata e cenoura
82;3;Almondegas ao molho 060;Vegetariana;44;26.2;10/08/2026;Lote de estresse 060 com pure de batata e cenoura
83;3;Frango grelhado 061;Almoço;61;29.9;11/08/2026;Lote de estresse 061 com arroz e legumes salteados
84;3;Carne de panela 062;Jantar;78;33.6;12/08/2026;Lote de estresse 062 com arroz e legumes salteados
85;3;Tilapia assada 063;Vegetariana;95;37.3;13/08/2026;Lote de estresse 063 com arroz e legumes salteados
86;3;Lasanha de berinjela 064;Almoço;112;18.0;14/08/2026;Lote de estresse 064 com arroz e legumes salteados
87;3;Strogonoff de frango 065;Jantar;9;21.7;15/08/2026;Lote de estresse 065 com arroz e legumes salteados
88;3;Escondidinho de carne 066;Vegetariana;26;25.4;16/08/2026;Lote de estresse 066 com arroz e legumes salteados
89;3;Risoto de cogumelos 067;Almoço;43;29.1;17/08/2026;Lote de estresse 067 com arroz e legumes salteados
90;3;Feijoada leve 068;Jantar;60;32.8;18/08/2026;Lote de estresse 068 com arroz e legumes salteados
91;3;Panqueca de ricota 069;Vegetariana;77;36.5;19/08/2026;Lote de estresse 069 com arroz e legumes salteados
92;3;Picadinho bovino 070;Almoço;94;17.2;20/08/2026;Lote de estresse 070 com arroz e legumes salteados
93;3;Frango xadrez 071;Jantar;111;20.9;21/08/2026;Lote de estresse 071 com arroz e legumes salteados
94;3;Nhoque ao sugo 072;Vegetariana;8;24.6;22/08/2026;Lote de estresse 072 com arroz e legumes salteados
95;3;Frango ao curry 073;Almoço;25;28.3;23/08/2026;Lote de estresse 073 com arroz e legumes salteados
96;3;Bife acebolado 074;Jantar;42;32.0;24/08/2026;Lote de estresse 074 com arroz e legumes salteados
97;3;Moqueca de banana 075;Vegetariana;59;35.7;25/08/2026;Lote de estresse 075 com arroz e legumes salteados
98;3;Grao-de-bico com legumes 076;Almoço;76;16.4;26/08/2026;Lote de estresse 076 com arroz e legumes salteados
99;3;Costela desfiada 077;Jantar;93;20.1;27/08/2026;Lote de estresse 077 com arroz e legumes salteados
100;3;Salmao grelhado 078;Vegetariana;110;23.8;28/08/2026;Lote de estresse 078 com arroz e legumes salteados
101;3;Abobora recheada 079;Almoço;7;27.5;29/08/2026;Lote de estresse 079 com arroz e legumes salteados
102;3;Almondegas ao molho 080;Jantar;24;31.2;30/08/2026;Lote de estresse 080 com arroz e legumes salteados
103;3;Frango grelhado 081;Vegetariana;41;34.9;31/08/2026;Lote de estresse 081 com mandioca cozida e couve
104;3;Carne de panela 082;Almoço;58;15.6;01/09/2026;Lote de estresse 082 com mandioca cozida e couve
105;3;Tilapia assada 083;Jantar;75;19.3;02/09/2026;Lote de estresse 083 com mandioca cozida e couve
106;3;Lasanha de berinjela 084;Vegetariana;92;23.0;03/09/2026;Lote de estresse 084 com mandioca cozida e couve
107;3;Strogonoff de frango 085;Almoço;109;26.7;04/09/2026;Lote de estresse 085 com mandioca cozida e couve
108;3;Escondidinho de carne 086;Jantar;6;30.4;05/09/2026;Lote de estresse 086 com mandioca cozida e couve
109;3;Risoto de cogumelos 087;Vegetariana;23;34.1;06/09/2026;Lote de estresse 087 com mandioca cozida e couve
110;3;Feijoada leve 088;Almoço;40;37.8;07/09/2026;Lote de estresse 088 com mandioca cozida e couve
111;3;Panqueca de ricota 089;Jantar;57;18.5;08/09/2026;Lote de estresse 089 com mandioca cozida e couve
112;3;Picadinho bovino 090;Vegetariana;74;22.2;09/09/2026;Lote de estresse 090 com mandioca cozida e couve
113;3;Frango xadrez 091;Almoço;91;25.9;10/09/2026;Lote de estresse 091 com mandioca cozida e couve
114;3;Nhoque ao sugo 092;Jantar;108;29.6;11/09/2026;Lote de estresse 092 com mandioca cozida e couve
115;3;Frango ao curry 093;Vegetariana;5;33.3;12/09/2026;Lote de estresse 093 com mandioca cozida e couve
116;3;Bife acebolado 094;Almoço;22;37.0;13/09/2026;Lote de estresse 094 com mandioca cozida e couve
117;3;Moqueca de banana 095;Jantar;39;17.7;14/09/2026;Lote de estresse 095 com mandioca cozida e couve
118;3;Grao-de-bico com legumes 096;Vegetariana;56;21.4;15/09/2026;Lote de estresse 096 com mandioca cozida e couve
119;3;Costela desfiada 097;Almoço;73;25.1;16/09/2026;Lote de estresse 097 com mandioca cozida e couve
120;3;Salmao grelhado 098;Jantar;90;28.8;17/09/2026;Lote de estresse 098 com mandioca cozida e couve
121;3;Abobora recheada 099;Vegetariana;107;32.5;18/09/2026;Lote de estresse 099 com mandioca cozida e couve
122;3;Almondegas ao molho 100;Almoço;4;36.2;19/09/2026;Lote de estresse 100 com mandioca cozida e couve
123;3;Frango grelhado 101;Jantar;21;16.9;20/09/2026;Lote de estresse 101 com quinoa e abobrinha
124;3;Carne de panela 102;Vegetariana;38;20.6;21/09/2026;Lote de estresse 102 com quinoa e abobrinha
125;3;Tilapia assada 103;Almoço;55;24.3;22/09/2026;Lote de estresse 103 com quinoa e abobrinha
126;3;Lasanha de berinjela 104;Jantar;72;28.0;23/09/2026;Lote de estresse 104 com quinoa e abobrinha
127;3;Strogonoff de frango 105;Vegetariana;89;31.7;24/09/2026;Lote de estresse 105 com quinoa e abobrinha
128;3;Escondidinho de carne 106;Almoço;106;35.4;25/09/2026;Lote de estresse 106 com quinoa e abobrinha
129;3;Risoto de cogumelos 107;Jantar;3;16.1;26/09/2026;Lote de estresse 107 com quinoa e abobrinha
130;3;Feijoada leve 108;Vegetariana;20;19.8;27/09/2026;Lote de estresse 108 com quinoa e abobrinha
131;3;Panqueca de ricota 109;Almoço;37;23.5;28/09/2026;Lote de estresse 109 com quinoa e abobrinha
132;3;Picadinho bovino 110;Jantar;54;27.2;29/09/2026;Lote de estresse 110 com quinoa e abobrinha
133;3;Frango xadrez 111;Vegetariana;71;30.9;30/09/2026;Lote de estresse 111 com quinoa e abobrinha
134;3;Nhoque ao sugo 112;Almoço;88;34.6;01/10/2026;Lote de estresse 112 com quinoa e abobrinha
135;3;Frango ao curry 113;Jantar;105;15.3;02/10/2026;Lote de estresse 113 com quinoa e abobrinha
136;3;Bife acebolado 114;Vegetariana;2;19.0;03/10/2026;Lote de estresse 114 com quinoa e abobrinha
137;3;Moqueca de banana 115;Almoço;19;22.7;04/10/2026;Lote de estresse 115 com quinoa e abobrinha
138;3;Grao-de-bico com legumes 116;Jantar;36;26.4;05/10/2026;Lote de estresse 116 com quinoa e abobrinha
139;3;Costela desfiada 117;Vegetariana;53;30.1;06/10/2026;Lote de estresse 117 com quinoa e abobrinha
140;3;Salmao grelhado 118;Almoço;70;33.8;07/10/2026;Lote de estresse 118 com quinoa e abobrinha
141;3;Abobora recheada 119;Jantar;87;37.5;08/10/2026;Lote de estresse 119 com quinoa e abobrinha
142;3;Almondegas ao molho 120;Vegetariana;104;18.2;09/10/2026;Lote de estresse 120 com quinoa e abobrinha
143;3;Frango grelhado 121;Almoço;1;21.9;10/10/2026;Lote de estresse 121 com macarrao ao alho e oleo
144;3;Carne de panela 122;Jantar;18;25.6;11/10/2026;Lote de estresse 122 com macarrao ao alho e oleo
145;3;Tilapia assada 123;Vegetariana;35;29.3;12/10/2026;Lote de estresse 123 com macarrao ao alho e oleo
146;3;Lasanha de berinjela 124;Almoço;52;33.0;13/10/2026;Lote de estresse 124 com macarrao ao alho e oleo
147;3;Strogonoff de frango 125;Jantar;69;36.7;14/10/2026;Lote de estresse 125 com macarrao ao alho e oleo
148;3;Escondidinho de carne 126;Vegetariana;86;17.4;15/10/2026;Lote de estresse 126 com macarrao ao alho e oleo
149;3;Risoto de cogumelos 127;Almoço;103;21.1;16/10/2026;Lote de estresse 127 com macarrao ao alho e oleo
150;3;Feijoada leve 128;Jantar;120;24.8;17/10/2026;Lote de estresse 128 com macarrao ao alho e oleo
151;3;Panqueca de ricota 129;Vegetariana;17;28.5;18/10/2026;Lote de estresse 129 com macarrao ao alho e oleo
152;3;Picadinho bovino 130;Almoço;34;32.2;19/10/2026;Lote de estresse 130 com macarrao ao alho e oleo
153;3;Frango xadrez 131;Jantar;51;35.9;20/10/2026;Lote de estresse 131 com macarrao ao alho e oleo
154;3;Nhoque ao sugo 132;Vegetariana;68;16.6;21/10/2026;Lote de estresse 132 com macarrao ao alho e oleo
155;3;Frango ao curry 133;Almoço;85;20.3;22/10/2026;Lote de estresse 133 com macarrao ao alho e oleo
156;3;Bife acebolado 134;Jantar;102;24.0;23/10/2026;Lote de estresse 134 com macarrao ao alho e oleo
157;3;Moqueca de banana 135;Vegetariana;119;27.7;24/10/2026;Lote de estresse 135 com macarrao ao alho e oleo
158;3;Grao-de-bico com legumes 136;Almoço;16;31.4;25/10/2026;Lote de estresse 136 com macarrao ao alho e oleo
159;3;Costela desfiada 137;Jantar;33;35.1;26/10/2026;Lote de estresse 137 com macarrao ao alho e oleo
160;3;Salmao grelhado 138;Vegetariana;50;15.8;27/10/2026;Lote de estresse 138 com macarrao ao alho e oleo
161;3;Abobora recheada 139;Almoço;67;19.5;28/10/2026;Lote de estresse 139 com macarrao ao alho e oleo
162;3;Almondegas ao molho 140;Jantar;84;23.2;29/10/2026;Lote de estresse 140 com macarrao ao alho e oleo
163;3;Frango grelhado 141;Vegetariana;101;26.9;30/10/2026;Lote de estresse 141 com pure de mandioca e vagem
164;3;Carne de panela 142;Almoço;118;30.6;31/10/2026;Lote de estresse 142 com pure de mandioca e vagem
165;3;Tilapia assada 143;Jantar;15;34.3;01/11/2026;Lote de estresse 143 com pure de mandioca e vagem
166;3;Lasanha de berinjela 144;Vegetariana;32;15.0;02/11/2026;Lote de estresse 144 com pure de mandioca e vagem
167;3;Strogonoff de frango 145;Almoço;49;18.7;03/11/2026;Lote de estresse 145 com pure de mandioca e vagem
168;3;Escondidinho de carne 146;Jantar;66;22.4;04/11/2026;Lote de estresse 146 com pure de mandioca e vagem
169;3;Risoto de cogumelos 147;Vegetariana;83;26.1;05/11/2026;Lote de estresse 147 com pure de mandioca e vagem
170;3;Feijoada leve 148;Almoço;100;29.8;06/11/2026;Lote de estresse 148 com pure de mandioca e vagem
171;3;Panqueca de ricota 149;Jantar;117;33.5;07/11/2026;Lote de estresse 149 com pure de mandioca e vagem
172;3;Picadinho bovino 150;Vegetariana;14;37.2;08/11/2026;Lote de estresse 150 com pure de mandioca e vagem
173;3;Frango xadrez 151;Almoço;31;17.9;09/11/2026;Lote de estresse 151 com pure de mandioca e vagem
174;3;Nhoque ao sugo 152;Jantar;48;21.6;10/11/2026;Lote de estresse 152 com pure de mandioca e vagem
175;3;Frango ao curry 153;Vegetariana;65;25.3;11/11/2026;Lote de estresse 153 com pure de mandioca e vagem
176;3;Bife acebolado 154;Almoço;82;29.0;12/11/2026;Lote de estresse 154 com pure de mandioca e vagem
177;3;Moqueca de banana 155;Jantar;99;32.7;13/11/2026;Lote de estresse 155 com pure de mandioca e vagem
178;3;Grao-de-bico com legumes 156;Vegetariana;116;36.4;14/11/2026;Lote de estresse 156 com pure de mandioca e vagem
179;3;Costela desfiada 157;Almoço;13;17.1;15/11/2026;Lote de estresse 157 com pure de mandioca e vagem
180;3;Salmao grelhado 158;Jantar;30;20.8;16/11/2026;Lote de estresse 158 com pure de mandioca e vagem
181;3;Abobora recheada 159;Vegetariana;47;24.5;17/11/2026;Lote de estresse 159 com pure de mandioca e vagem
182;3;Almondegas ao molho 160;Almoço;64;28.2;18/11/2026;Lote de estresse 160 com pure de mandioca e vagem
183;3;Frango grelhado 161;Jantar;81;31.9;19/11/2026;Lote de estresse 161 com arroz com lentilha
184;3;Carne de panela 162;Vegetariana;98;35.6;20/11/2026;Lote de estresse 162 com arroz com lentilha
185;3;Tilapia assada 163;Almoço;115;16.3;21/11/2026;Lote de estresse 163 com arroz com lentilha
186;3;Lasanha de berinjela 164;Jantar;12;20.0;22/11/2026;Lote de estresse 164 com arroz com lentilha
187;3;Strogonoff de frango 165;Vegetariana;29;23.7;23/11/2026;Lote de estresse 165 com arroz com lentilha
188;3;Escondidinho de carne 166;Almoço;46;27.4;24/11/2026;Lote de estresse 166 com arroz com lentilha
189;3;Risoto de cogumelos 167;Jantar;63;31.1;25/11/2026;Lote de estresse 167 com arroz com lentilha
190;3;Feijoada leve 168;Vegetariana;80;34.8;26/11/2026;Lote de estresse 168 com arroz com lentilha
191;3;Panqueca de ricota 169;Almoço;97;15.5;27/11/2026;Lote de estresse 169 com arroz com lentilha
192;3;Picadinho bovino 170;Jantar;114;19.2;28/11/2026;Lote de estresse 170 com arroz com lentilha
193;3;Frango xadrez 171;Vegetariana;11;22.9;29/11/2026;Lote de estresse 171 com arroz com lentilha
194;3;Nhoque ao sugo 172;Almoço;28;26.6;30/11/2026;Lote de estresse 172 com arroz com lentilha
195;3;Frango ao curry 173;Jantar;45;30.3;01/12/2026;Lote de estresse 173 com arroz com lentilha
196;3;Bife acebolado 174;Vegetariana;62;34.0;02/12/2026;Lote de estresse 174 com arroz com lentilha
197;3;Moqueca de banana 175;Almoço;79;37.7;03/12/2026;Lote de estresse 175 com arroz com lentilha
198;3;Grao-de-bico com legumes 176;Jantar;96;18.4;04/12/2026;Lote de estresse 176 com arroz com lentilha
199;3;Costela desfiada 177;Vegetariana;113;22.1;05/12/2026;Lote de estresse 177 com arroz com lentilha
200;3;Salmao grelhado 178;Almoço;10;25.8;06/12/2026;Lote de estresse 178 com arroz com lentilha
201;3;Abobora recheada 179;Jantar;27;29.5;07/12/2026;Lote de estresse 179 com arroz com lentilha
202;3;Almondegas ao molho 180;Vegetariana;44;33.2;08/12/2026;Lote de estresse 180 com arroz com lentilha
203;3;Frango grelhado 181;Almoço;61;36.9;12/06/2026;Lote de estresse 181 com cuscuz e legumes
204;3;Carne de panela 182;Jantar;78;17.6;13/06/2026;Lote de estresse 182 com cuscuz e legumes
205;3;Tilapia assada 183;Vegetariana;95;21.3;14/06/2026;Lote de estresse 183 com cuscuz e legumes
206;3;Lasanha de berinjela 184;Almoço;112;25.0;15/06/2026;Lote de estresse 184 com cuscuz e legumes
207;3;Strogonoff de frango 185;Jantar;9;28.7;16/06/2026;Lote de estresse 185 com cuscuz e legumes
208;3;Escondidinho de carne 186;Vegetariana;26;32.4;17/06/2026;Lote de estresse 186 com cuscuz e legumes
209;3;Risoto de cogumelos 187;Almoço;43;36.1;18/06/2026;Lote de estresse 187 com cuscuz e legumes
210;3;Feijoada leve 188;Jantar;60;16.8;19/06/2026;Lote de estresse 188 com cuscuz e legumes
211;3;Panqueca de ricota 189;Vegetariana;77;20.5;20/06/2026;Lote de estresse 189 com cuscuz e legumes
212;3;Picadinho bovino 190;Almoço;94;24.2;21/06/2026;Lote de estresse 190 com cuscuz e legumes
213;3;Frango xadrez 191;Jantar;111;27.9;22/06/2026;Lote de estresse 191 com cuscuz e legumes
214;3;Nhoque ao sugo 192;Vegetariana;8;31.6;23/06/2026;Lote de estresse 192 com cuscuz e legumes
215;3;Frango ao curry 193;Almoço;25;35.3;24/06/2026;Lote de estresse 193 com cuscuz e legumes
216;3;Bife acebolado 194;Jantar;42;16.0;25/06/2026;Lote de estresse 194 com cuscuz e legumes
217;3;Moqueca de banana 195;Vegetariana;59;19.7;26/06/2026;Lote de estresse 195 com cuscuz e legumes
218;3;Grao-de-bico com legumes 196;Almoço;76;23.4;27/06/2026;Lote de estresse 196 com cuscuz e legumes
219;3;Costela desfiada 197;Jantar;93;27.1;28/06/2026;Lote de estresse 197 com cuscuz e legumes
220;3;Salmao grelhado 198;Vegetariana;110;30.8;29/06/2026;Lote de estresse 198 com cuscuz e legumes
221;3;Abobora recheada 199;Almoço;7;34.5;30/06/2026;Lote de estresse 199 com cuscuz e legumes
222;3;Almondegas ao molho 200;Jantar;24;15.2;01/07/2026;Lote de estresse 200 com cuscuz e legumes
223;3;Frango grelhado 201;Vegetariana;41;18.9;02/07/2026;Lote de estresse 201 com batata-doce e brocolis
224;3;Carne de panela 202;Almoço;58;22.6;03/07/2026;Lote de estresse 202 com batata-doce e brocolis
225;3;Tilapia assada 203;Jantar;75;26.3;04/07/2026;Lote de estresse 203 com batata-doce e brocolis
226;3;Lasanha de berinjela 204;Vegetariana;92;30.0;05/07/2026;Lote de estresse 204 com batata-doce e brocolis
227;3;Strogonoff de frango 205;Almoço;109;33.7;06/07/2026;Lote de estresse 205 com batata-doce e brocolis
228;3;Escondidinho de carne 206;Jantar;6;37.4;07/07/2026;Lote de estresse 206 com batata-doce e brocolis
229;3;Risoto de cogumelos 207;Vegetariana;23;18.1;08/07/2026;Lote de estresse 207 com batata-doce e brocolis
230;3;Feijoada leve 208;Almoço;40;21.8;09/07/2026;Lote de estresse 208 com batata-doce e brocolis
231;3;Panqueca de ricota 209;Jantar;57;25.5;10/07/2026;Lote de estresse 209 com batata-doce e brocolis
232;3;Picadinho bovino 210;Vegetariana;74;29.2;11/07/2026;Lote de estresse 210 com batata-doce e brocolis
233;3;Frango xadrez 211;Almoço;91;32.9;12/07/2026;Lote de estresse 211 com batata-doce e brocolis
234;3;Nhoque ao sugo 212;Jantar;108;36.6;13/07/2026;Lote de estresse 212 com batata-doce e brocolis
235;3;Frango ao curry 213;Vegetariana;5;17.3;14/07/2026;Lote de estresse 213 com batata-doce e brocolis
236;3;Bife acebolado 214;Almoço;22;21.0;15/07/2026;Lote de estresse 214 com batata-doce e brocolis
237;3;Moqueca de banana 215;Jantar;39;24.7;16/07/2026;Lote de estresse 215 com batata-doce e brocolis
238;3;Grao-de-bico com legumes 216;Vegetariana;56;28.4;17/07/2026;Lote de estresse 216 com batata-doce e brocolis
239;3;Costela desfiada 217;Almoço;73;32.1;18/07/2026;Lote de estresse 217 com batata-doce e brocolis
240;3;Salmao grelhado 218;Jantar;90;35.8;19/07/2026;Lote de estresse 218 com batata-doce e brocolis
241;3;Abobora recheada 219;Vegetariana;107;16.5;20/07/2026;Lote de estresse 219 com batata-doce e brocolis
242;3;Almondegas ao molho 220;Almoço;4;20.2;21/07/2026;Lote de estresse 220 com batata-doce e brocolis
243;3;Frango grelhado 221;Jantar;21;23.9;22/07/2026;Lote de estresse 221 com arroz carreteiro
244;3;Carne de panela 222;Vegetariana;38;27.6;23/07/2026;Lote de estresse 222 com arroz carreteiro
245;3;Tilapia assada 223;Almoço;55;31.3;24/07/2026;Lote de estresse 223 com arroz carreteiro
246;3;Lasanha de berinjela 224;Jantar;72;35.0;25/07/2026;Lote de estresse 224 com arroz carreteiro
247;3;Strogonoff de frango 225;Vegetariana;89;15.7;26/07/2026;Lote de estresse 225 com arroz carreteiro
248;3;Escondidinho de carne 226;Almoço;106;19.4;27/07/2026;Lote de estresse 226 com arroz carreteiro
249;3;Risoto de cogumelos 227;Jantar;3;23.1;28/07/2026;Lote de estresse 227 com arroz carreteiro
250;3;Feijoada leve 228;Vegetariana;20;26.8;29/07/2026;Lote de estresse 228 com arroz carreteiro
251;3;Panqueca de ricota 229;Almoço;37;30.5;30/07/2026;Lote de estresse 229 com arroz carreteiro
252;3;Picadinho bovino 230;Jantar;54;34.2;31/07/2026;Lote de estresse 230 com arroz carreteiro
253;3;Frango xadrez 231;Vegetariana;71;14.9;01/08/2026;Lote de estresse 231 com arroz carreteiro
254;3;Nhoque ao sugo 232;Almoço;88;18.6;02/08/2026;Lote de estresse 232 com arroz carreteiro
